003208-16-0	000066-25-1	006728-26-3	003777-69-3	000110-93-0	000928-96-1	000064-19-7	004313-03-5	000432-25-7	000142-62-1	000100-51-6	000060-12-8	000079-77-6	023267-57-4	000502-69-2	000112-05-0	000112-39-0	015356-74-8	000544-76-3	000629-78-7	000295-48-7	000593-45-3	000112-95-8	000629-94-7	024157-81-1	027185-77-9	000143-07-7	017455-13-9	000067-68-5	000105-76-0	000628-97-7	000084-69-5	000058-08-2	000629-59-4	000629-73-2	013360-61-7	000112-88-9	014901-07-6	000000-00-0	038640-62-9	000119-61-9	005989-02-6	001120-36-1	000294-62-2	000334-48-5	000580-51-8	000544-63-8	000057-10-3	000100-52-7	000119-36-8	000124-07-2	000544-12-7	000475-20-7	018435-45-5	000128-37-0	000096-76-4	038284-27-4	000590-86-3	089816-98-8	000138-86-3	000934-62-3	000079-09-4	077130-65-5	030364-38-6	054446-78-5	001203-08-3	020189-42-8	004219-24-3	000629-62-9	000080-57-9	000110-27-0	000295-02-3	000122-99-6	024851-98-7	000131-11-3	000084-66-2	000090-43-7	001599-68-4	001502-38-1	000761-65-9	036653-82-4	001222-05-5	025154-52-3	000084-74-2	000083-67-0	001576-95-0	041446-53-1	000112-34-5	000127-41-3	000071-41-0	035507-09-6	000087-66-1	000930-30-3	000600-28-2	000098-00-0	001196-01-6	000080-71-7	000108-95-2	000106-44-5	007786-61-0	005932-68-3	000109-00-2	000120-72-9	000934-00-9	000120-80-9	000079-01-6	002462-84-2	005989-54-8	002437-56-1	006846-50-0	000535-77-3	026444-18-8	010482-56-1	000460-01-5	003779-61-1	000527-84-4	000586-62-9	001195-32-0	000078-70-6	000098-55-5	000502-61-4	000075-18-3	000586-63-0	029714-87-2	000517-22-6	000111-14-8	021494-57-5	091186-43-5	000123-35-3	000502-99-8	000673-84-7	000099-87-6	001587-04-8	000087-44-5	000629-92-5	000112-63-0	000301-00-8	005129-60-2	001120-25-8	006929-04-0	000112-61-8	056599-58-7	006975-98-0	057396-98-2	007361-80-0	017699-05-7	000495-60-3	000483-76-1	000644-30-4	021653-33-8	000645-72-7	074663-85-7	000491-07-6	002216-51-5	000112-72-1	078996-11-9	000470-82-6	041446-78-0	026528-50-7	000115-95-7	000080-26-2	056771-77-8	Class
0	0.7036	0.0929	0.1813	0	0	2.524	0	0	1.7056	0	0	0	0	2.7688	0	1.1679	0	0.4605	0	0	0	0	0	0	0	3.0112	0.7918	0	0	0	0	0	0	0	0	0.4571	0.3628	0.4064	0	1.5754	0	0.5246	0	2.4523	0	1.175	0	0.4396	0	0	0	0	0	0	0	0	0	0	0	0	0.5562	0	0	0	0	0	0	0	3.014	1.5249	0	0	1.5233	1.9139	15.413	1.02	0	0	0.9355	1.2811	0.3287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055	0.5016	2.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TR
0	1.2425	0.3583	0.2769	0.2237	0.1525	2.781	0	0	0	0	0	0	0.6693	1.66	1.2228	1.1265	8.2505	0	0	0	0	0	0	0	0	4.7088	1.1181	0	0	0	0	5.7888	0	0	0	0	1.9651	0.4442	0	0	0	0	0	3.138	0	2.0012	0	0	0	0	0	0	0	0	0	0	0	0	0.2586	0	0	0	0	0	0	0	0	0	5.6857	0	0	0	0.7177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1153	0.4515	1.9414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TR
0	1.3344	0	0	0.2596	0.2381	4.932	0	0	0	0.6258	0	0	0	2.2884	0	1.0579	9.4633	0	0	0	0	0	0	0	0	4.2009	0.6065	0	0	0	0	0	0	0	0	0	2.0334	0.75	0	0	0	0	0	3.3133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0687	0	0	0	0	0	0	0	0	0	7.2381	0	0	0	0.5977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4021	0.1587	0.3537	0.2234	0.5869	0.9228	3.0722	0.5338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TR
0.4229	1.852	0.4897	0.6472	0.3943	0.2475	0	0.8452	1.2825	2.9896	1.4231	0.9009	3.1249	1.1443	1.8004	1.257	1.5959	9.0373	0	0	0	0	0	0	0	0	3.3445	0.5189	0	0	0	0	0	0	0	0	0	0	1.3741	0	0	0	0	0	0	0	2.3051	2.2984	0.7039	0.5263	0.6544	0	0	0	0	0	0.5116	0	0	0.2395	0	0.5526	0	0	0	0	0	0.366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2346	0.1666	0.0808	0.061	0.3999	1.4928	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TR
0	0.9077	0.3721	0	0.2094	0	3.9085	0	0	0	0	1.1988	0	0	1.9828	0	1.0693	7.4869	0	0	0	0	0	0	0	0	0	2.1499	0	0	0	0	0	0	0	0	0	2.116	0.1887	0	0	0	0	0	3.4412	0	0	0	0	0.6054	0	0	0	0	0	0	0	0	0	0.6826	0	0	0	0	0	0	0	0	0	6.7214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2304	0	0.3211	2.0217	2.5591	0.6216	0	0	0	0	0	0	0	1.1641	0.6161	0.2429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TR
0	1.3055	0.3122	0.4372	0.2714	0	0	0	0	2.875	0	0.793	1.2569	0	2.437	0	1.1211	8.4753	0	0	0	0	0	0	0	0	0	0.3812	0	0	0	0	3.9805	0	0	0	0	0	0.2727	0	0	0	0	0	3.8184	0	0	0	0	0	0	0.1404	0	0	0	0	0	0	0	0.4401	0	0	0	0	0	0	0	0	0	4.7325	0	0	0	1.4698	0	0	0	0	0	0	0	0	1.5019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7962	0	0	0	0	0	0	0	0.4293	0	0	0	0	0	0	0	0	0	0	0.1997	0.4825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TR
0	0.4422	0	0	0	0	3.5134	0	0.5059	0	0	0.713	2.0335	0	2.9785	0	0	11.5546	0	0.3223	0	0	0	0	0	0	0	1.3317	0.5689	0	0	0	42.285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5853	0	0.5942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SR
0	0	0	0	0	0	7.9512	0	0	0	0	0.7773	2.1906	0	4.0144	0	3.0149	12.0445	0	0	0	0	0	0	0	0	0	1.3953	0.6194	0	0.4659	0	22.6284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5334	0	0.5615	0	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SR
0	0	0	0	0	0	7.0062	0	0.1131	0	0	0	1.1966	0	2.7	0	19.331	6.5708	0	0	0	0	0	0	0	0	0	1.316	0.1757	0	0	0	7.1963	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2047	14.6453	0	0.633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0323	0	0.4206	0.483	3.1735	8.2127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SR
0	0	0	0	0	0	1.8305	0	0	0	0	0	0	0	1.2273	0	0.2765	2.2059	0.3476	0.4482	0	0.3842	0	0	0	0	0	1.217	0	0	0	0	56.1041	0.2768	0	0	0	0	0	0	0	0	0	0	0	0	0	27.5544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SR
0	0	0	0	0	0	3.6556	0	0.4316	0	0	0	0	0	2.2998	0	3.1227	8.1352	0.9335	1.7423	0	1.5428	0.3577	0	1.4141	0	0	0.7229	0	0	0	0	15.3066	1.3888	0	0	0	1.3487	0	0	0	0	0	0	0	0	0	9.5426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2654	3.2764	0	0	0	0	1.173	0	0.8795	1.6136	1.1863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SR
0	0	0	0	0	0	10.7842	0	0.9545	0	0	1.6851	4.8893	0	4.4481	0	10.0165	22.687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4442	0	0	0	0	0	0	0	0	0	0	1.6129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0335	0	0	0	0	0	0	0	0	0	0	0	2.1807	1.5557	0.8206	3.3646	1.1545	0	0	0	0	0	0	0	0	0	0	0	0	SR
0	0.3928	0	0.0915	0	0	3.4364	0	0	1.478	0	0	0.9321	0	2.053	0	0.8874	4.9313	0	0	0	0	0	0	0	0	1.9358	0.5356	0	0	0	5.7445	0	0	0	0	0	0	0.7805	0	0	0	0	0	2.4244	0	0	0	0	1.5197	0	0.1262	0	0	0.1658	0	0	0	0	0.1286	0	0	0	0	0	0	0	0	0	3.4729	1.5652	0	0	1.924	1.9022	13.8656	0	0	0	0	0	0	0.789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4437	0.8414	0	0	0	0	0	0	0	0	0	0	SR
0	0.2471	0	0	0	0	4.6129	0	0	0	0	0	0.8397	0	2.5594	0	1.5528	0	0.2044	0	0	0	0	0	0	0	3.4317	3.1098	0	0	0	2.4601	0	0.6213	0	0.2545	0	0	0.444	0	1.7001	0	0	0	0	0	0	0	0.3466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9483	0	0	0	1.1212	2.6617	15.2823	0	0	0	0	0	0.4846	0.7595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0958	0	0	0	0	0	0	0	0	0	0	0.6492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1462	1.0192	0.6834	0.4819	0	0	0	0	0	0	SR
0	0.5383	0	0	0	0	3.0592	0	0	0	0	0	0	0	1.9951	0	1.2568	8.3496	1.1915	0.7223	0	0	0	0	1.6019	0	3.0715	0.4935	0	0	0	0	34.6789	0.5469	0	0	0	1.2123	1.1661	2.3167	0	0	0	0	0	0	0	5.4085	0	0.9551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SR
0	0.2427	0	0	0	0	4.2933	0	0	0	0	0	0.7799	0	0	0	1.1746	4.1652	1.0262	1.6874	0.6066	0	0	0	3.214	0	4.5537	3.9292	0	0	0	0	0	0.6384	0	0	0	0	1.3915	0.7358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4024	0	0	0	0	0	0	0	0	0	3.1943	1.7437	0	0	1.6569	0	8.3092	0	0	0	2.5589	0	0.4311	0.7904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8484	0	0	0	0	0	1.081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6368	0	0	0	0	0	0	0	0.0637	0	0	0	0	0	SR
0	0	0	0	0	0	5.1534	0	0	0	0	0	0.4403	0	0	0	1.2914	0	0	0	0	0	0	0	0	0	6.2934	1.6336	0	0	0	0	0	0	0	0	0	0	0.8898	0	0	0	0	0	2.9799	0	1.6336	0	0	0	0	0	0	0	0	0	0	0	0	0.1725	0	0	0	0	0	0	0	0	0	0	1.2973	0	0.5545	2.4018	1.384	12.2739	0	0	0	3.2592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5737	0.867	0	0	0	SR
0	0.2683	0	0	0	0	2.476	0	0	0	0	0	0	0	1.6522	0	0.7398	0	0.3727	0	0	0	0	0	0.5308	0	2.3552	1.3998	0	0	0	0	0	0	0.7308	1.5257	0	0	1.1378	0	0	0	0	0.937	1.925	0	0	0	0	0	0	0	0	0.956	0.0561	0	0	0	0	0.2299	0	0	0	0	0	0	0	0	0	2.7932	1.5449	0	0	2.36	1.5272	14.3625	0	0	0	2.6176	0	0	0.8533	1.4398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5435	1.5098	0.1374	SR
0	0.4133	0	0	0	0	3.4166	0	0	0	0	0	0.7955	0	1.5867	0	0.8593	0	0	0	0	0	0	0	0	0	1.4843	0.5238	0	0	0	0	1.337	0	0	0	0	0	0.5852	0	0	0	1.3311	0.3755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1612	0	0	0	0	0	0	0	0	0	3.783	1.3187	0	0	1.671	1.9193	15.5213	0	0	0	2.7841	0	0.5824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6687	0	0	0	0	0	0	0	0	0.9179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5385	0	0	0	0	0	0	0	SR
